0.jpg	1	0.569055	0.653959
1.jpg	1	0.574454	0.665843
2.jpg	1	0.562258	0.654273
3.jpg	1	0.562854	0.648457
4.jpg	1	0.589514	0.67253
5.jpg	1	0.584432	0.670195
6.jpg	1	0.556268	0.640561
7.jpg	1	0.580065	0.66389
8.jpg	1	0.596313	0.670947
9.jpg	1	0.574915	0.643375
10.jpg	1	0.564492	0.623781
11.jpg	1	0.577979	0.628085
12.jpg	1	0.592189	0.665247
13.jpg	1	0.591317	0.670726
14.jpg	1	0.597865	0.665858
15.jpg	1	0.589387	0.652211
16.jpg	1	0.601083	0.684091
17.jpg	1	0.583523	0.663799
18.jpg	1	0.600164	0.659649
19.jpg	1	0.528294	0.564635
20.jpg	0	0	0
21.jpg	1	0.510696	0.592185
22.jpg	1	0.62171	0.711214
23.jpg	1	0.626728	0.727837
24.jpg	1	0.633472	0.734895
25.jpg	1	0.614868	0.704833
26.jpg	1	0.583726	0.654078
27.jpg	1	0.605519	0.694034
28.jpg	1	0.568815	0.65184
29.jpg	1	0.584907	0.674964
30.jpg	1	0.611514	0.690743
31.jpg	1	0.622706	0.72181
