0.jpg	0	0	0
1.jpg	0	0	0
2.jpg	0	0	0
3.jpg	0	0	0
4.jpg	0	0	0
5.jpg	0	0	0
6.jpg	1	0.462881	0.554318
7.jpg	1	0.377788	0.481417
8.jpg	1	0.369635	0.459834
9.jpg	1	0.592571	0.611647
10.jpg	1	0.465134	0.557803
11.jpg	1	0.445879	0.558931
12.jpg	1	0.400601	0.50256
13.jpg	1	0.483025	0.555373
14.jpg	1	0.627699	0.644504
15.jpg	1	0.623833	0.651168
16.jpg	1	0.623833	0.651168
17.jpg	1	0.623833	0.651168
18.jpg	1	0.623833	0.651168
19.jpg	1	0.623833	0.651168
20.jpg	1	0.623833	0.651168
21.jpg	1	0.623833	0.651168
22.jpg	1	0.623833	0.651168
23.jpg	1	0.623833	0.651168
24.jpg	1	0.623833	0.651168
25.jpg	1	0.623833	0.651168
26.jpg	1	0.623833	0.651168
27.jpg	1	0.623833	0.651168
28.jpg	1	0.623833	0.651168
29.jpg	1	0.623833	0.651168
30.jpg	1	0.623833	0.651168
31.jpg	1	0.623833	0.651168
32.jpg	1	0.623833	0.651168
33.jpg	1	0.623833	0.651168
34.jpg	1	0.623833	0.651168
35.jpg	1	0.623833	0.651168
36.jpg	1	0.623833	0.651168
37.jpg	1	0.623833	0.651168
38.jpg	1	0.623833	0.651168
39.jpg	1	0.623833	0.651168
40.jpg	1	0.623833	0.651168
41.jpg	1	0.623833	0.651168
42.jpg	1	0.623833	0.651168
43.jpg	1	0.623833	0.651168
44.jpg	1	0.623833	0.651168
45.jpg	1	0.623833	0.651168
46.jpg	1	0.623833	0.651168
47.jpg	1	0.623833	0.651168
48.jpg	1	0.623833	0.651168
