192.jpg	1	0.653398	0.683077
193.jpg	1	0.673757	0.684821
194.jpg	1	0.656605	0.676676
195.jpg	1	0.665652	0.684951
196.jpg	1	0.662036	0.687533
197.jpg	1	0.679558	0.683711
198.jpg	1	0.663663	0.679617
199.jpg	1	0.671954	0.693497
200.jpg	1	0.687145	0.701165
201.jpg	0	0	0
202.jpg	1	0.689339	0.702093
203.jpg	1	0.661825	0.686576
204.jpg	0	0	0
205.jpg	1	0.679898	0.688777
206.jpg	1	0.675834	0.690975
207.jpg	1	0.683166	0.69492
208.jpg	0	0	0
209.jpg	1	0.67019	0.699332
210.jpg	1	0.666675	0.695882
211.jpg	1	0.668093	0.6962
212.jpg	1	0.67159	0.699925
213.jpg	0	0	0
214.jpg	1	0.625557	0.648016
215.jpg	1	0.619527	0.637642
216.jpg	1	0.644989	0.66719
217.jpg	1	0.598089	0.628996
218.jpg	0	0	0
219.jpg	1	0.777614	0.783041
220.jpg	0	0	0
